NEW REGIONS;NOMDEP;Date retrait appellation par Haut Conseil;DATE APPELLATION;ID MUSEE;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES
BRETAGNE;ILE ET VILAINE;;01/02/2003;3523801;Musée de Bretagne;"46, boulevard Magenta
CS 51138";35011;RENNES Cedex;0223406670;0223406694;www.musee-bretagne.fr;28/08 au 10/09/2017 inclus 1er janvier;Ouvert de septembre à juin. Ouvert du mardi au vendredi de 12h à 19h  et de 13h à 19h en juillet-août, durant les petites vacances scolaires de 10h à 19h, et samedi et dimanche de 14h à 19h;Mardi jusqu'à 21h
BRETAGNE;ILE ET VILAINE;;01/02/2003;3528802;Musée d'Histoire de la Ville de Saint-Malo;"Château
Esplanade Félicité Lamennais - B.P. 147";35401;SAINT-MALO CEDEX;0299407185;0299407156;Site de la ville;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert d'avril à septembre tous les jours de 10h à 12h30 et de 14h à 18h et d'octobre à mars de 10h à 12h et de 14h à 18h du mardi au dimanche;
BRETAGNE;ILE ET VILAINE;;01/02/2003;3528801;Musée International du Long-Cours Cap-Hornier;"Tour Solidor
Esplanade du Commandant Menguy - B.P. 147";35401;SAINT-MALO CEDEX;0299407116;0299407156;Site de la ville - www.ville-saint-malo.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert d'avril à septembre tous les jours de 10h à 12h30 et de 14h à 18h et d'octobre à mars de 10h à 12h et de 14h à 18h du mardi au dimanche;
BRETAGNE;ILE ET VILAINE;;01/02/2003;3536003;Musée des Rochers-Sévigné;Route d'Argentré du Plessis;35500;VITRE;0299750454;0299740826;site de l'office du tourisme;1er janvier, dimanche de Pâques, 1er novembre et 25 décembre;Ouvert du 1er octobre au 31 mars de14h à 17h30 le vendredi, samedi, dimanche et du 1er avril au 30 septembre de 10h30 à 12h30 et de 14h à 18h tous le jours;
BRETAGNE;ILE ET VILAINE;10/07/2017;01/02/2003;3536001;Musée Saint-Nicolas;15, Rue Pasteur;35506;VITRE;0299750454;0299740826;site de l'office du tourisme;1er janvier, dimanche de Pâques, 1er novembre et 25 décembre;Ouvert du 1er octobre au 31 mars de 10h30 à 12h15 et de 14h à 17h30 le vendredi, samedi et le dimanche de 14h à 17h30 et du 1er avril au 30 septembre de 10h30 à 12h30 et de 14h à 18h30 tous les jours;
BRETAGNE;ILE ET VILAINE;;01/02/2003;3536002;Musée du Château de Vitré;Place du Château;35506;VITRE Cedex;0299750454;0299740826;site de l'office du tourisme;1er janvier, dimanche de Pâques, 1er novembre et 25 décembre;Ouvert du 1er octobre au 31 mars de 10h30 à 12h30 et de 14h à 17h30 le lundi, du mercredi au vendredi, le samedi et dimanche de 14h à 17h30 et du 1er avril au 30 septembre de 10h à 12h30 et de 14h à 18h tous les jours et en juillet-août tous les jours de ;
BRETAGNE;MORBIHAN;;10/07/2017;5601001;Musée de la Carte Postale;"Le Quatro
3, Avenue Jean Moulin";56150;BAUD;0297511514;;https://www.lecartonvoyageur.fr/;Janvier et jours fériés 24 et 31 décembre;Ouvert du mardi au dimanche de 14h à 18h du 1er février au 31 décembre;
BRETAGNE;MORBIHAN;;01/02/2003;5602301;Ecomusée de Saint-Dégan;;56400;BREC'H;0297576600;0297575226;www.ecomusee-st-degan.fr;1er et 11 novembre, 24, 25 30 et 31 décembre;Ouvert de février à fin novembre, et vacances scolaires de Noël du lundi au vendredi de 14h à 17h30 et certains dimanches selon programme d'animations, en juillet et août tous les jours de 10h à 19h;
BRETAGNE;MORBIHAN;;01/02/2003;5603401;Musée de Préhistoire J. Miln- Z. Le-Rouzic;10, Place de la chapelle;56340;CARNAC;0297522204;0297526404;www.museedecarnac.com;janvier, 1er mai, 25 décembre;Ouvert d'octobre à fin mars de 10h à 12h30 et de 14h à 17h, d'avril à  juin et septembrede 10h à 12h30 et de 14h à 18h, en juillet-août tous les jours de 10h à 18h;
BRETAGNE;MORBIHAN;;01/02/2003;5606901;Ecomusée de l'Île de Groix;Port-Tudy;56590;ILE DE GROIX;0297868460;0297865651;http://ecomusee.groix.free.fr;Jours fériés;Ouvert de mai à septembre tous les jours de 9h45 à 12h30 et de 14h à  18h, d'octobre à novembre et avril du mardi au dimanche de 9h45 à 12h et de 14h à 17h, de décembre à mars le mercredi, samedi et dimanche (sauf vacances scolaires du mercredi au dimanch;
BRETAGNE;MORBIHAN;;01/02/2003;5609001;Ecomusée Industriel des Forges;Mail François Giovannelli;56650;INZINZAC-LOCHRIST;0297369821;0297369822;www.inzinzac-lochrist.fr/Ecomusee-des-Forges.6681.0.html;Janvier, février;Ouvert d'avril à octobre. En avril, mai et octobre du lundi au vendredi de 10h à 12h et de 14h à 18h, en juin et septembre du lundi au vendredi de 10h à 12h et de 14h à 18h et le dimanche de 14h à 18h, en juillet-août du lundi au vendredi de 10h à 18h30, ;
BRETAGNE;MORBIHAN;;16/01/2012;5605701;Musée du Faouët;1, Rue de Quimper;56320;LE FAOUET;0297231527;0297233674;www.museedufaouet.fr;Mi octobre à fin mars;"Ouvert du 1er avril au 17 juin puis du 1er juillet au 14 octobre.
Ouvert en Avril, mai, juin, septembre et octobre du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h, les jours fériés de 10h à 12h et de 14h à 18h. En juillet-août t";
BRETAGNE;MORBIHAN;;01/02/2003;5618102;Musée de la Compagnie des Indes;Citadelle de Port-Louis;56290;PORT-LOUIS;0297821913;0297824288;http://musee.lorient.fr;1er mai, mi- décembre au 31 janvier inclus;Ouvert du 1er février au 30 avril du mercredi au lundi de 10h à 12h30 et de 14h à 18h, du 2 mai au 31 août tous les jours de 10h à 18h30, du 1er septembre au 15 décembre du mercredi au lundi de 13h30 à 18h;
BRETAGNE;MORBIHAN;;01/02/2003;5618101;Musée National de la Marine;Citadelle de Port-Louis;56290;PORT-LOUIS;0297825672;0297821728;www.musee-marine.fr/port-louis;16 décembre au 31 janvier, 1er mai;Ouvert de mai à août tous les jours de 10h à 18h30 et de septembre à avril du mercredi au lundi de 13h30 à 18h;
BRETAGNE;MORBIHAN;;01/02/2003;5622801;Musée de la Résistance Bretonne;Les Hardys-Behelec;56140;SAINT-MARCEL - MALESTROIT;0297751690;0297751692;www.resistance-bretonne.com ou www.oust-broceliande.bzh;18 au 31 décembre;Ouvert du 2 janvier au 2 avril et du 30 octobre au 17 décembre du jeudi au dimanche de 10h à 18h, du 3 avril au 11 juin et du 8 septembre au 29 octobre du mercredi au lundi de 10h à 18h30 et du 12 juin au 17 septembre tous les jours de 10h à 18h30;
BRETAGNE;MORBIHAN;19/11/2009;01/02/2003;5624001;Musée du Château de Suscinio;;56370;SARZEAU;0297419191;0297417501;www.suscinio.info;24, 25, 31 décembre et 1er janvier;Ouvert d'avril àseptembre e 10h à 19h, en octobre, février, mars de 10h à12h et de 14h à 17h, de novembre à janvier de 10h à 12h et de 14h à 17h;
BRETAGNE;MORBIHAN;;01/02/2003;5626003;La Cohue, Musée des Beaux-Arts de vannes;9 et 15 Place Saint-Pierre;56000;VANNES;0297016300;0297016301;www.mairie-vannes.fr;25 décembre, 1er janvier;Ouvert de  juin au 30 septembre tous les jours de 10h à 18h, du  1er octobre au 31 mai tous les jours (sauf fériés) de 13h30 à 18h. A partir de juin 2015, le musée est ouvert tous les jours;
BRETAGNE;MORBIHAN;;01/02/2003;5626002;Musée d'Histoire et d'Archéologie de Vannes;"Château Gaillard
2, Rue Noé";56000;VANNES;0297016300;0297016301;;Octobre à mars;Ouvert du 1er juin au 30 septembre tous les jours de 13h30 à 18h;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1803305;Musée d'Histoire Naturelle Gabriel Foucher;"Parc Saint-Paul Les Rives d’Auron
Allée René Ménard";18000;BOURGES;0248653734;0248698998;www.museum-bourges.net;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert tous les jours de 14h à 18h et pendant les vacances scolaires de la zone B de 10h à 12h et de 14h à 18h;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1803301;Musée Estève;"Hôtel des Echevins
13, Rue Edouard Branly";18000;BOURGES;0248247538;0248242948;Site de la ville : www.ville-bourges.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1803303;Musée du Berry;"Hôtel Cujas
4, Rue des Arènes";18000;BOURGES;0248578115;0248265224;site de la ville www.ville-bourges.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1803306;Musée des Meilleurs Ouvriers de France;Place Etienne Dolet;18000;BOURGES;0248578245;0248650077;Site de la ville www.ville-bourges.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1803302;Musée des Arts Décoratifs;"Hôtel Lallemant
5, Rue de l'Hôtel Lallemant";18000;BOURGES;0248578117;0248265224;Site de la ville www.ville-bourges.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1805701;Musée Emile Chénon;10-12, Rue de la Victoire;18370;CHATEAUMEILLANT;0248614924;0248614924;http://museechenon.e-monsite.com;;Ouvertdu 1er juin au 30 septembre tous les jours de 10h à 12h et de 14h à 18h et du 1er octobre au 31 mai le lundi et du mercredi au samedi de 10h à 12h et de 14h à 17h;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1814101;Musée du Château Charles VII;Place du Général Leclerc;18500;MEHUN-SUR-YEVRE;0248570071;;http://www.ville-mehun-sur-yevre.fr/Le-Château;De novembre à mi-mars;Ouvert en mars, avril, octobre le samedi et dimanche de 14h30 à 18h,  en mai, juin, septembre du mardi au dimanche de 14h30 à 18h, en  juillet - août tous les jours de 14h30 à 18h30;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1819701;Musée Saint-Vic;Cours Manuel;18200;SAINT-AMAND-MONTROND;0248965520;0248821091;www.ville-saint-amand-montrond.fr;1er janvier, 1er mai, 25 décembre;Ouvert du 1er avril au 30 septembre du mercredi au vendredi de 10h à 12h et de 14h à 18h, le samedi, dimanche et jours fériés de 14h à 18h, du 1er octobre au 31 mars du mercredi au vendredi de 10h à 12h et de 14h à 17h, le samedi, dimanche et jours fériés;
CENTRE-VAL DE LOIRE;CHER;;01/02/2003;1827901;Musée Municipal;11, rue de la Société Française;18100;VIERZON;0248711094;0248718044;www.ville-vierzon/musee.html;janvier à mi-février;Ouvert de mai à septembre du mardi au dimanche de 14h à 18h et le samedi de 10h à 12h, d'octobre à avril du mardi au samedi de 14h à 17h30 et samedi de 10 à 12h;
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2805101;Musée Bonnevallais;Rue des Ecoles;28800;BONNEVAL;;;;;;
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2808503;Musée des Beaux-Arts;"Direction des Affaires culturelles
29, Cloître Notre-Dame";28000;CHARTRES;0237904580;0237904590;www.ville-chartres.fr ou www.musees.regioncentre.fr/defaulttest.php;1er janvier, 1er & 8 mai, 1 & 11 novembre, 25 décembre;Ouvert du mercredi au samedi de 10h à 12h30 et de 14h à 18h, le dimanche de 14h à 18h du 2 mai au 31 octobre, de 10h à 12h30 et de 14h à 17h du 1er novembre au 30 avril;
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2808502;Muséum des Sciences Naturelles et de Préhistoire;5 bis, Bd de la Courtille;28000;CHARTRES;0237884386;0237234199;site de la ville : www.ville-chartres.fr ou http://perso.wanadoo.fr/samnel.museum/;;Ouvert durant les vacances scolaires du lundi au vendredi de 14h à 18h, hors vacances scolaires le mercredi et dimanche de 14h à 17h. Accueil des groupes sur rendez-vous toute la semaine;
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2808504;Conservatoire du Machinisme et des Pratiques Agricoles;1, rue de la République;28300;CHARTRES-MAINVILLIERS;0237841500;0237365558;www.lecompa.com;1er mai, 1er novembre, 25 décembre;Ouvert du 1er avril au 31 octobre du mardi au vendredi de 9h à 12h30 et de 13h30 à 18h, samedi, dimanche et jours fériés de 14h à 19h et du 2 novembre au 31 mars du mardi au vendredi de 9h à 12h30 et de 13h30 à 18h, samedi, dimanche et jours fériés de 14h;
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2808801;Musée des Beaux-Arts et d'Histoire Naturelle;3, rue Toufaire;28200;CHATEAUDUN;0237455536;0237455446;www.ville-chateaudun.fr ou www.musees.regioncentre.fr;1er janvier, 1er mai et 25 décembre;"Ouvert d'octobre à mai du lundi au vendredi, de 9h30 à 12h et de 13h30 à 17h, et, les week-ends et jours fériés, de 14h à 17h
de juin à septembre du mercredi au lundi de 9h30 à 12h et de 13h30 à 18h. Ouvert également le mardi en juillet et août";
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2813401;Musée d'Art et d'Histoire Marcel Dessal;5-7, Place du musée;28100;DREUX;0237501861;0237467207;www.musees.regioncentre.fr - site de la région;Les 15 derniers jours de décembre - Jours fériés sauf 14 juillet;Ouvert du 1er avril au 1er octobre du lundi au dimanche et du 1er octobre au 31 mars du lundi au vendredi, le premier dimanche du mois de 14h à 18h;
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2819601;Musée Marcel Proust;4, rue du Docteur Proust;28120;ILLIERS-COMBRAY;0237243097;0237243097;http://perso.orange.fr/marcelproust/;15 décembre au 15 janvier, 1er mai, 1er & 11 novembre;Ouvert de mi-janvier à fin juin et de septembre à mi-décembre  du mardi au dimanche de 14h30 à 16h -t en juillet-août visite supplémentaire à 11h;
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2828001;Musée du Château Saint-Jean;Rue du Château;28400;NOGENT-LE-ROTROU;0237521802;0237291204;www.ville-nogent-le-rotrou.fr/html/art_cult/musee/collec.htm;1er janvier, 1er mai, 1er novembre,  25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h de mai à octobre et de novembre à avril de 10h à 12h et de 14h à 17h;
CENTRE-VAL DE LOIRE;EURE ET LOIR;;01/02/2003;2836301;Musée Farcot;2, Place Farcot;28700;SAINVILLE;0237246006;0237246315;mairie.perso.fr/sainville/index.htm;;;
CENTRE-VAL DE LOIRE;INDRE;;01/02/2003;3600601;Musée de la Chemiserie et de l'Elégance Masculine;Rue Charles Brillaud;36200;ARGENTON-SUR-CREUSE;0254243469;0254244192;http://chemiserie.cc-argenton.fr;24 au 31 décembre, Janvier, du 1er au 14 février;Ouvert du 15 février au 30 juin et du 1er septembre au 23 décembre du mardi au dimanche de 9h30 à 12h et de 14h à 18h, juillet-août lundi de 14h à 18h30  et du mardi au dimanche de 10h à 12h30 et de 14h à 18h30;
CENTRE-VAL DE LOIRE;INDRE;;01/02/2003;3601001;Château Musée;31/33 Rue Hersent Luzarche;36290;AZAY-LE-FERRON;0254392006;0254392006;www.château-azay-le-ferron.com;Fermé du 12 novembre au 29 mars;Ouvert du 30 au 31 mars, d'avril à juin, septembre tous les jours de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 10h à 18h30, d'octobre au 11 novembre de 10h à 12h et de 14h à 17h30;
CENTRE-VAL DE LOIRE;INDRE;;01/02/2003;3604401;Musées de Châteauroux - Hôtel Bertrand;2, Rue Descente-des-Cordeliers;36000;CHATEAUROUX;0254611230;0254611231;www.chateauroux-metropole.fr - Site de la ville;Janvier et jours fériés sauf 14 juillet, 15 août et 1er novembre. D'octobre à décembre pour le couvent des cordeliers et sur rdv toute l'année pour la maison des ATP;"Ouvert du mardi au dimanche d'octobre à mai de 14h à 18h et de juin à septembre de 10h à 12h et de 14h à 18h, le week-end de 10h à 12h30 et de 14h à 18h.
Le Couvent des Cordeliers est ouvert lors des manifestations ou expositions et la maison des ATP sur";
CENTRE-VAL DE LOIRE;INDRE;;02/05/2002;3608801;Musée de l'Hospice Saint-Roch;"23, Rue de l'Hospice Saint-Roch
B.P. 150";36100;ISSOUDUN Cedex;0254210176;0254218856;www.issoudun.fr;1er mai, 1 & 11 novembre, 24 au 26 décembre 31 décembre au 31 Janvier;"Ouvert du 1er octobre au 30 décembre et du 1er février au 30 avril du mercredi à dimanche de 10h à 12h et de 14h à 18h, 
 du 2 mai au 30 juin et septembre lundi et mardi de 14h à 18h et mercredi à dimanche de 10h à 12h et de 14h à 18h, en juillet-août lu";
CENTRE-VAL DE LOIRE;INDRE;;01/02/2003;3604601;Musée George Sand et de la Vallée Noire;71, Rue Venôse;36400;LA CHATRE;0254483679;0254483679;Site de la région ou www.pays-george-sand.com;Janvier, 1er mai, 25 et 26 décembre;Ouvert du mercredi au lundi en février, mars, novembre, décembre de 14h à 17h, avril, octobre de 14h30 à 18h30, mai, juin, septembre de 10h à 12h et de 14h à 18h30, le dimanche de 14h à 18h30, et en juillet-août tous les jours de 10h à 12h et de 14h à 18h;
CENTRE-VAL DE LOIRE;INDRE;;01/02/2003;3609201;Musée de Géologie Régionale;;36600;LANGE;0254000442;0254408009;;;;
CENTRE-VAL DE LOIRE;INDRE;;01/02/2003;3601801;Musée Ornithologique (Ecomusée de la Brenne);Château Naillac;36300;LE BLANC;0254372520;0254286949;Site de la région centre;Janvier, 11 novembre et 25 décembre;Ouvert du 26 mars au 30 juin et septembre du mardi au dimanche de 14h à 18h, juillet-août tous les jours de 10h à 12h30 et de 14h à 18h, du 1er octobre au 31 décembre du mardi au dimanche de 14h à 17h30;
CENTRE-VAL DE LOIRE;INDRE;;01/02/2003;3620001;Musée Archéologique d'Argentomagus;"""Les Mersans""
B.P. 6";36200;SAINT-MARCEL;0254244731;0254241170;www.argentomagus.com ou www.argentomagus.cc-argenton.fr;du 24 décembre au 1er janvier inclus et durant les trois premières semaines de janvier;Ouvert du 1er septembre au 30 juin du mercredi au lundi de 9h30-12h et de 14h-18h et en juillet-août tous les jours;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3700302;Musée de la poste;6, Rue Joyeuse;37400;AMBOISE;0147570011;;;;;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3700301;Musée Hôtel Morin;"60, Rue Concorde
B.P. 247";37402;AMBOISE Cedex;0247234742;0247231980;Site de la ville www.ville-amboise.fr;1er octobre au 30 juin excepté du 14 au 22 novembre;Ouvert du mercredi au lundi de 10h à 12h30 et de 14h à 18h du 15 juin aux journées du patrimoine. Le reste de l'année ouvert pour les groupes sur demande;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3707201;Le Carroi, Musée d’Arts et d’Histoire;44, Rue Haute-Saint-Maurice;37500;CHINON;0247931812;0247934090;www.cc-cvl.fr;;Ouvert du mercredi au lundi du 30 avril  au 18 septembre de 14h30 à 18h30, et du 19 septembre au 13 novembre du vendredi au dimanche de 14h à 18h;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3711501;"""Maison Musée"" René Descartes";29, Rue Descartes;37160;DESCARTES;0247597919;0247597220;www.ville-descartes.fr/pratique/f_pratique.htm;1er mai, 1er novembre;Ouvert de 14h à 18h du mercredi au lundi d'avril à mai et de septembre à octobre, de 10h à 12h et de 14h à 18h de juin à septembre;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;30/04/2002;3711301;Musée de Préhistoire du Grand Pressigny;Château du Grand-Pressigny;37350;LE GRAND PRESSIGNY;0247949020;0247949960;www.prehistoiregrandpressigny.fr;1er janvier, 25 décembre;Ouvert du mercredi au lundi d'octobre à mars de 10h à 12h30 et de 14h à 17h et le dimanche et jours fériés de 10h à 17h et d'avril à fin juin et septembre tous les jours de 10h à 18h et en juillet-août tous les jours de 10h à 19h;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3713202;Musée du Terroir;;37600;LOCHES;;;;;;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3713201;Musée Lansyer;1, rue Lansyer;37600;LOCHES;0247594821;0247590545;Site de la région centre ou http://www.lochesentouraine.com;1er novembre au 31 mars;Ouvert du 4 juin au 2 novembre, de juin à août tous les jours, de septembre à novembre du mercredi au dimanche de 10h à 18h30;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3719601;Musée de l'Hôtel de Ville;1, Place du Marché;37120;RICHELIEU;0247581013;0247581642;www.ville-richelieu.fr;1er janvier, 25 décembre;Ouvert du 2 janvier au 1er avril 2015 et du 12 novembre au 31 décembre du lundi au vendredi de 10h à12h et de 14h à 17h, et du 2 avril au 30 septembre le lundi et du mercredi au vendredi de 10h à 12h et de 14h à 18h;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;30/04/2002;3720501;Musée Balzac;Château de Saché;37190;SACHE;0247268650;0247268028;www.musee-balzac.fr;1er janvier, 25 décembre;Ouvert d'octobre à mars de 10h à 12h30 et de 14h à 17h, d'avril à juin et septembre de 10h à 18h et en juillet-août de 10h à 19h;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3722601;Musée Municipal;Place du Château;37800;SAINTE-MAURE-DE-TOURAINE;0247656620;0247340428;www.sainte-maure-de-touraine.fr;Musée fermé provisoirement;Ouvert en 2014 pour JEP et deux expositons;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3724101;Musée du Savignéen;10, Rue Fbg de la Rue;37340;SAVIGNE-SUR-LATHAN;0247249514;;www.museedusavigneen.com;Janvier et février;Ouvert de mi-mars à mi-juin et de mi-septembre à mi-novembre les samedis, dimanches et jours fériés de 14h30 à 18h, de juillet à mi-septembre du mercredi au lundi de 14h30 à 18h;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;18/07/2002;3724201;Ecomusée du Véron;80, Route de Candes;37420;SAVIGNY-EN-VERON;0247580905;0247580615;www.ecomusee-veron.fr;1er mai, 1er novembre, du 23 décembre au 8 janvier. De la fin des vacances de la Toussaint jusqu'au début des vacances de Pâques pour les individuels;Ouvert du 15 avril au 31 mai et du 1er octobre au 5 novembre de 10h à 12h30 et de 14h à 18h en semaine et de 14h à 18h les week-ends et jours fériés. Du 1er juin au 30 septembre de 10h à 12h30 et de 14h à 18h, ouverture jusquà 19h les week-ends et jours f;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;30/04/2002;3724801;Musée François Rabelais;Maison de la Devinière;37500;SEUILLY;0247959118;0247958937;www.musee-rabelais.fr ou site du conseil général;25 décembre et 1er janvier;Ouvert tous les jours en juillet-août de 10h à 19h, d'octobre à mars du mercredi au dimanche de 10h à 12h30 et de 14h à 17h, d'avril à juin et septembre du mercredi au lundi de 10h à 12h30 et de 14h à 18h;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3726101;Muséum d'Histoire Naturelle;3, Rue du Président Merville;37000;TOURS;0247641331;;www.museum.tours.fr;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert du mardi au vendredi de 10h à 12h et de 14h à 18h, samedi, dimanche de 14h à 18h, le lundi est réservé aux scolaires;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3726105;Musée du Compagnonnage;"Cloître Saint-Julien
8, Rue Nationale";37000;TOURS;0247216220;0247216890;www.museecompagnonnage.fr;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert du 2 janvier au 15 juin du mercredi au lundi de 9h à 12h30 et de 14h à 18h, du 16 juin au 15 septembre tous les jours de 9h à 12h30 et de 14h à 18h et du 16 septembre au 31 décembre du mercredi au lundi de 9h à 12h30 et de 14h à 18h;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3726104;Musée des Vins de Touraine;"Cellier Saint-Julien
16, Rue Nationale";37000;TOURS;0247610793;0247216890;site de la ville;;;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;06/01/2002;3726102;Musée des Beaux-Arts;18, Place François Sicard;37000;TOURS;0247056873;0247053891;www.mba.tours.fr ou www.musees-regioncentre.fr;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 9h à 12h45 et de 14h à 18h, et de 9h à 18h pendant les expositions temporaires;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3726103;Musée de l'Hôtel Goüin;"25, Rue du Commerce
B.P. 1105";37011;TOURS Cedex;0247662232;0247663294;Site du conseil général;;;
CENTRE-VAL DE LOIRE;INDRE ET LOIRE;;01/02/2003;3728201;Musée de Minerve;Place du Musée;37290;YZEURES-SUR-CREUSE;0247942654;0247944332;;;Ouvert d'avril à octobre de 8h à 18h tous les jours;
CENTRE-VAL DE LOIRE;LOIR ET CHER;;01/02/2003;4101804;Maison de la Magie;1, Place du Château;41000;BLOIS;0254552626;0254852628;www.maisondelamagie.fr;17 avril, 1er et 8 mai, 5 juin;Ouvert  du 7 avril au 23 septembre et du 27 octobre au 11 novembre 2012 tous les jours de 10h à 12h30 et de 14h à 18h30;
CENTRE-VAL DE LOIRE;LOIR ET CHER;;01/02/2003;4101805;Muséum d'Histoire Naturelle;"""Les Jacobins"" 
Rue Anne de Bretagne";41000;BLOIS;0254742100;0254902101;www.ville-blois.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mercredi et samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h et pendant les vacances scolaires (toutes zones) du mardi au samedi de 10h à 12h et de 14h à 18h, et le dimanche de 14h à 18h.;
CENTRE-VAL DE LOIRE;LOIR ET CHER;;01/02/2003;4101801;Château Musées de Blois;Château de Blois;41000;BLOIS;0254903333;0254903330;www.chateaudeblois.fr;1er janvier et 25 décembre;Ouvert tous les jours de janvier à mars de 9h à 12h30 et de 13h30 à 17h30. Du 1er avril au 30 juin et en septembre de 9h à 18h30, du 1er juillet à août de 9h à 19h, et octobre de 9h à 18h.;
CENTRE-VAL DE LOIRE;LOIR ET CHER;;01/02/2003;4113601;Musée de la Corbillière;Château de la Corbillière;41500;MER;0254817021;0254817021;;;Ouvert de janvier à mars et d'octobre à novembre de 14h30 à 18h, mercredi, samedi, et d'avril à septembre de 14h30 à 19h du mercredi au dimanche et jours fériés;
CENTRE-VAL DE LOIRE;LOIR ET CHER;;01/02/2003;4115801;Atelier Musée Louis Leygue;106, Rue des Venages;41100;NAVEIL;0254772613;0254894358;;;Ouvert quatre après-midi dans l'année (2 en juillet et  2 en août). Permanence assurée par le personnel du musée Vendôme;
CENTRE-VAL DE LOIRE;LOIR ET CHER;;01/02/2003;4119401;Musée de Sologne;"Moulin du Chapitre
B.P. 147";41206;ROMORANTIN-LANTHENAY Cedex;0254953366;0254953360;www.museedesologne.com;Les 1er janvier, 1er mai, 25 décembre;Ouvert du 2 janvier au 31 décembre de 10h à 12h et de 14h à 18h dimanche et jours fériés de 14h à 18h;
CENTRE-VAL DE LOIRE;LOIR ET CHER;;01/02/2003;4125801;Musée Archéologique;Hôtel de Ville;41140;THESEE;0254714020;0254713728;www.musees.regioncentre;;Visites guidées à 11h15 et à 16h, tous les week-end et jours fériés de Pâques au 30 septembre;
